State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Illustrator(s),Translator(s)
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Dietrich, Cale",The Love Interest,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Dinnison, Kris",You and Me and Him,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Efaw, Amy",After,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Franklin, Emily",Tessa Masterson Will Go to Prom,"Halpin, Brendan",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Garvin, Jeff",Symptoms of Being Human,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Gennari, Jennifer",My Mixed-Up Berry Blue Summer,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Gino, Alex",Melissa (George),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Glines, Abbi",After the Game (The Field Party Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned from Libraries and Classrooms,"Glines, Abbi",Bad for You (Sea Breeze Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned from Libraries and Classrooms,"Glines, Abbi",Losing the Field (The Field Party Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Glines, Abbi",Making a Play (The Field Party Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned from Libraries and Classrooms,"Glines, Abbi",The Vincent Brothers (The Vincent Boys Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Glines, Abbi",Under the Lights (The Field Party Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned from Libraries and Classrooms,"Glines, Abbi",Until Friday Night (The Field Party Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned from Libraries and Classrooms,"Glines, Abbi",Until the End (Sea Breeze Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Gold, Susan Dudley",Roe v. Wade: A Woman's Choice?,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Green, John","Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Levithan, David",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Greenman, Catherine",Hooked,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Grimes, Nikki",Ordinary Hazards,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Harmon, Michael",The Last Exit to Normal,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Hartinger, Brent",Geography Club (Russel Middlebrook Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Hawkins, Rachel",Her Royal Highness,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Hendriks, Jenni",Unpregnant,"Caplan, Ted",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Homes, A. M.",Jack,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Horner, Emily",A Love Story Starring My Dead Best Friend,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Howard, Greg",The Whispers,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Howe, James",Totally Joe (The Misfits Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Hughes, Susan","No Girls Allowed: Tales of Daring Women Dressed as Men for Love, Freedom and Adventure",,"Dawson, Willow",
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Hutchinson, Shaun David",The Past and Other Things That Should Stay Buried,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned from Libraries,"Hutchinson, Shaun David",We Are the Ants,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Hyde, Margaret O.",Safe Sex 101: An Overview for Teens,"Forsyth, Elizabeth H.",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Jacobson, Jennifer Richard",Stained,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Jennings, Jazz",Being Jazz: My Life as a (Transgender) Teen,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Johnson, Kathleen Jeffrie",Target,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Juby, Susan",Another Kind of Cowboy,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Kann, Claire",Let's Talk About Love,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Katcher, Brian",Almost Perfect,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Khorram, Adib",Darius the Great Deserves Better (Darius the Great Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"King, A. S.",Ask the Passengers,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Kluger, Steve","My Most Excellent Year: A Novel of Love, Mary Poppins, and Fenway Park",,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Konigsberg, Bill",Openly Straight (Openly Straight Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"LaCour, Nina",You Know Me Well,"Levithan, David",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Levithan, David","Hold Me Closer: The Tiny Cooper Story (Will Grayson, Will Grayson Series)",,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Lieberman, Leanne",Gravity,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Limb, Sue","Girl, (Nearly) 16: Absolute Torture",,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Lo, Malinda",Ash,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"London, Alex",Guardian (Proxy Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"London, Alex",Proxy (Proxy Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Lookadoo, Justin",The Dateable Rules: A Guide to the Sexes,"DiMarco, Hayley",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Lukavics, Amy",Daughters Unto Devils,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Lyon, George Ella",Sonny's House of Spies,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"McClintock, Norah",Masked,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"McLemore, Anna-Marie",When the Moon Was Ours,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Mitchell, Saundra",All the Things We Do in the Dark,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Moore, Alan",V for Vendetta,,"Lloyd, David",
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Moskowitz, Hannah","Gone, Gone, Gone",,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Nelson, Jandy",I'll Give You the Sun,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Nowinski, Hanna",Meg & Linus,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"O'Connor, Maureen",Equal Rights,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Papademetriou, Lisa",M or F?,"Tebbetts, Chris",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Patterson, James",Cradle and All,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Peck, Richard",The Best Man,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned from Libraries,"Pérez, Ashley Hope",Out of Darkness,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Peters, Julie Anne",grl2grl,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Peters, Julie Anne",Rage: A Love Story,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Peters, Julie Anne","She Loves You, She Loves You Not...",,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Podos, Rebecca",Like Water,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Polacco, Patricia",In Our Mothers' House,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Prager, Sarah","Queer, There and Everywhere: 23 People Who Changed the World",,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Quintero, Isabel","Gabi, a Girl in Pieces",,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Reynolds, Jason",All American Boys,"Kiely, Brendan",,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Rudetsky, Seth",My Awesome/Awful Popularity Plan (Justin Goldblatt Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Rutkoski, Marie",The Midnight Lie (Forgotten Gods Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Rutledge, A. B.",Miles Away from You,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Saenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Salazar, Aida",The Moon Within,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Scelsa, Kate",Fans of the Impossible Life,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Sharpe, Tess",Far from You,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Silvera, Adam",History Is All You Left Me,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Silvera, Adam",Infinity Son (Infinity Cycle Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Silvera, Adam",More Happy Than Not,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Silvera, Adam",They Both Die at the End,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Smith, Amber",The Last to Let Go,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Sommer, Carl",SEX: If You're Scared of The Truth Don't Read This!,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Sones, Sonya",One of Those Hideous Books Where the Mother Dies,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Stamper, Phil",The Gravity of Us,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Talley, Robin",As I Descended,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Thomas, Aiden",Cemetery Boys,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Tonatiuh, Duncan",Separate Is Never Equal: Sylvia Mendez and Her Family's Fight for Desegregation,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Trueman, Terry",7 Days at the Hot Corner,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Walden, Mark",Dreadnought (H.I.V.E. Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Wallace, Rich",Dishes,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Wells, Maggie",Luciana (Nine Months Series),,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Wersba, Barbara",Whistle Me Home,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Westerfeld, Scott",Afterworlds,,,
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Wilke, Daria",Playing a Part,,,"Schwartz, Marian"
Texas,Granbury Independent School District,Administrator,January 2022,Banned Pending Investigation,"Wilson, Martin",What They Always Tell Us,,,
Texas,Katy,Administrator,November 2021,Banned from Libraries and Classrooms,"Andrews, Jesse",Me and Earl and the Dying Girl,,,
Texas,Katy,Administrator,September 2021,Banned from Libraries,"Craft, Jerry",Class Act,,,
Texas,Katy,Administrator,September 2021,Banned from Libraries,"Craft, Jerry",New Kid,,,
