OBJECTID,Survey,Location,Date_,Source,US_Acres,Origin,Class,SubClass,Group_,CoOccuElem,Notes,SubGroup,CMECS_Code,Label,Shape_Length,Shape_Area
123,MBBS-Oyster,MD,1974-1983,MD DNR,3.974675,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,690.275615661438,26138.1033857957
124,Acoustic,"Severn River, MD",2009 February,MGS,2.024604,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,982.930578055784,13592.5996495326
125,Acoustic,"Severn River, MD",2009 February,MGS,1051.845786,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,37442.6435457423,7065123.22254348
126,Acoustic,"Broad Creek, MD",2010 March,MGS,109.191354,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,13129.2348405082,727709.760531581
127,MBBS-Oyster,MD,1974-1983,MD DNR,11.48556,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1489.97175687571,76966.6444183363
128,MBBS-Oyster,MD,1974-1983,MD DNR,72.145821,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,7569.43284522975,486201.179599175
129,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,935.115431,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,86041.1832351818,6255447.61607268
130,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,268.16613,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,17981.111515804,1806654.72528485
131,MBBS-Oyster,MD,1974-1983,MD DNR,5.152601,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1510.37673165806,34716.5709707961
132,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,72.7331,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,13630.5786299002,490163.663197502
133,MBBS-Oyster,MD,1974-1983,MD DNR,38.447788,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,2850.87526187955,258873.047489146
134,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,35.660267,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,3159.83479729354,240091.171059335
135,MBBS-Oyster,MD,1974-1983,MD DNR,74.957342,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,5292.85071714831,505047.749317731
136,MBBS-Oyster,MD,1974-1983,MD DNR,25.601801,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,2510.30798448859,172412.960338136
137,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,8.0829,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,1973.14751393778,54466.3262422198
138,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,8.677923,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,2318.87493456841,58460.857971177
139,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,29.302207,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,4308.43239908399,195951.624953296
140,Acoustic,"Corsica River, MD",2005 July,NOAA-CBO,8.693785,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,2666.73011327003,58501.6517102913
141,Acoustic,"Chester River, MD",2003-2007,NOAA-CBO,58.828651,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,3751.67685307666,394768.067473792
142,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,10.977152,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,1525.15206440594,73451.5940429116
143,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,3.244867,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,1069.53322207889,21711.6361785752
144,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,0.936611,Unclassified,Unclassified,Unclassified,Unclassified,<Null>, , ,S9.9.9.9,Unclassified,541.889458922197,6267.42990732048
145,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,25.056847,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,3734.24673604514,167662.353530669
146,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,4.670497,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,1005.014712056,31252.9183336381
147,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,45.731684,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,5546.44574163408,306025.751811866
148,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,12.878779,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,1954.45337186249,86212.4299772075
149,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,41.124065,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,4920.932053963,275247.369529353
150,MBBS-Oyster,MD,1974-1983,MD DNR,70.058886,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,4995.53826001304,469186.869575719
151,Acoustic,"Corsica River, MD",2005 July,NOAA-CBO,0.766911,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,481.616141410092,5161.40779909337
152,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,1.7426,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,795.651802247551,11665.5892502119
153,Acoustic,"Chester River, MD",2003-2007,NOAA-CBO,1.374596,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,930.068921534086,9221.84849075833
154,MBBS-Oyster,MD,1974-1983,MD DNR,3.22817,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,925.807327616435,21746.4971425376
155,MBBS-Oyster,MD,1974-1983,MD DNR,1.540679,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,543.020860570701,10378.4699571213
156,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,8.273663,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,Shell, , ,S1.2.2.3,Muddy Sand,2320.29744179661,55729.8875216399
157,MBBS-Oyster,MD,1974-1983,MD DNR,0.308106,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,251.732019682931,2075.89309582271
158,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,20.579146,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,5711.20843365803,138625.535077491
159,MBBS-Oyster,MD,1974-1983,MD DNR,0.247953,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,269.705098109086,1670.10602757437
160,MBBS-Oyster,MD,1974-1983,MD DNR,2.424467,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,732.229905286292,16329.6531957517
161,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,882.735324,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,54077.8664724345,5946758.00149698
162,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,3.034909,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,1223.60244880702,20452.8550575908
163,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,12.326426,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,2992.94214594002,83050.4324056064
164,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,21.438753,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,4039.59167028742,144427.952253084
165,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,12.707989,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,1917.01368043653,85623.4551566169
166,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,4.918353,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,963.260471311625,33156.7631483693
167,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,13.476084,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,2183.36816363714,90830.292482795
168,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,3.188958,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,754.160572843328,21494.8725909314
169,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,0.404164,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,300.392745666604,2720.98977809374
170,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,3.708267,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,954.571464562488,24962.410360281
171,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,4.6582,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,1330.2131111146,31404.3250845503
172,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,2.328722,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,846.887068686719,15697.293785648
173,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,1.400069,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,955.211010750758,9424.06162645742
174,MBBS-Oyster,MD,1974-1983,MD DNR,79.73005,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,5385.23333479614,521446.366890573
175,MBBS-Oyster,MD,1974-1983,MD DNR,15.937668,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1689.14442969112,105555.514893232
176,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,20.254779,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,3366.09436669061,135361.672640724
177,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,1054.800481,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,41086.0452886955,7051096.53469236
178,MBBS-Oyster,MD,1974-1983,MD DNR,6.55914,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,813.256668729286,43919.8017328615
179,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,32.594448,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,3457.14429407045,217948.772089755
180,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,47.373298,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,4850.78274230193,316708.573185912
181,MBBS-Oyster,MD,1974-1983,MD DNR,18.944646,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1977.1195226068,126889.144086816
182,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,28.116147,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,4276.24828348189,188116.789265431
183,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,89.489822,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,7711.93514413587,598244.351394878
184,MBBS-Oyster,MD,1974-1983,MD DNR,2.568194,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,501.614922308799,16976.0258256244
185,MBBS-Oyster,MD,1974-1983,MD DNR,15.449954,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1688.54945562975,103430.36510328
186,MBBS-Oyster,MD,1974-1983,MD DNR,99.937884,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,6511.20185847514,669180.366888596
187,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,5.811244,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,2227.80131316335,38827.6582790748
188,MBBS-Oyster,MD,1974-1983,MD DNR,73.023223,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,5937.83918030819,482626.359656566
189,MBBS-Oyster,MD,1974-1983,MD DNR,341.855534,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,17500.2608430074,2256446.12272597
190,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.255656,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,262.215765868528,1707.91230664717
191,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,0.755354,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,446.749565254757,5053.42201017003
192,Acoustic,"Chester River, MD",2003-2007,NOAA-CBO,83.526472,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,6233.1019718183,560328.368231064
193,Acoustic,"Chester River, MD",2003-2007,NOAA-CBO,1.908029,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,943.789317991339,12798.2811698028
194,MBBS-Oyster,MD,1974-1983,MD DNR,0.768895,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,571.873962962772,5174.81953701022
195,Acoustic,"Chester River, MD",2003-2007,NOAA-CBO,0.469932,Anthropogenic,Anthropogenic_Shell,Anthropogenic_Shell_Rubble,Anthropogenic_Oyster_Rubble,<Null>, , ,S3.6.2.1,Man-Made Oyster Rubble,226.80590251228,3152.79739022565
196,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.386384,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,335.878612639887,2582.68325542229
197,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,12.821254,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1987.10762371957,85688.6466695453
198,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.115828,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,154.517159311509,773.946980542246
199,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.387526,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,232.199459244878,2588.94231185525
200,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.990663,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,497.143942413014,6618.5278322662
201,Acoustic,"Wye River, MD",2011 August,NOAA-CBO,13.335185,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1772.3761088411,89160.0262417609
202,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,684.085539,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,39124.3874882604,4577138.79565887
203,MBBS-Oyster,MD,1974-1983,MD DNR,5.113988,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,764.272212420339,34250.2197656303
204,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,30.208493,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,5504.50874809154,202145.843058005
205,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,2.126009,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1377.79431258962,14222.8411952509
206,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.294275,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,310.09230037877,1968.96899549734
207,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.163416,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,204.717841453661,1093.32195958828
208,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.54147,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,326.523386270834,3623.97181675082
209,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,2.386887,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1127.42253000695,15969.1781938468
210,MBBS-Oyster,MD,1974-1983,MD DNR,218.327439,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,12287.8785751606,1465156.02453276
211,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.009336,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,52.8973457021712,62.472700820037
212,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,2.314099,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,825.199329709578,15483.9623330182
213,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.825996,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,512.2063141178,5526.55780412369
214,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.48344,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,429.871875660376,3234.25306125258
215,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,0.227541,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,228.852894907769,1531.11775994333
216,MBBS-Oyster,MD,1974-1983,MD DNR,13.584779,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1578.14733179836,91017.3205084776
217,MBBS-Oyster,MD,1974-1983,MD DNR,50.741075,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,3863.77495766471,339833.936981082
218,Acoustic,"Chester River, MD",2003-2007,NOAA-CBO,7.17775,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1011.48627631011,48122.5440411348
219,MBBS-Oyster,MD,1974-1983,MD DNR,506.156491,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,23015.3061022371,3397209.42339607
220,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,4.716722,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Muddy_Sand,No_Shell, , ,S1.2.2.3,Muddy Sand,1391.74814612195,31768.1375484983
221,MBBS-Oyster,MD,1974-1983,MD DNR,74.011209,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,4027.51653162957,497024.556693734
222,Acoustic,"Upper Chester River, MD",2012 April,NOAA-CBO,11.578101,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,1476.39804072796,77938.2536096677
223,MBBS-Oyster,MD,1974-1983,MD DNR,24.503698,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,4139.74642891813,164987.182944497
224,Acoustic,"Corsica River, MD",2005 July,NOAA-CBO,55.168668,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,7288.56091170199,371201.789232163
225,Acoustic,"Corsica River, MD",2005 July,NOAA-CBO,1.640669,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,792.63168918098,11033.8801118807
226,Acoustic,"Corsica River, MD",2005 July,NOAA-CBO,1.314136,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,841.676222570195,8838.13176133655
227,MBBS-Oyster,MD,1974-1983,MD DNR,564.827375,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,17461.5242153058,3818449.69877407
228,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,2419.229568,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,106568.964353492,16274782.3486902
229,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,5.54663,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,2872.307439837,37329.1688369604
230,MBBS-Oyster,MD,1974-1983,MD DNR,61.27964,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,4090.69504061605,414304.113024379
231,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,0.349774,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,459.32821460943,2354.31937774918
232,MBBS-Oyster,MD,1974-1983,MD DNR,3.764686,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,742.315021155404,25342.9231154235
233,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,2.326271,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1430.23166731735,15660.3215408168
234,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,0.326842,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,313.989083826915,2200.13597550148
235,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,0.720258,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,632.247798395813,4846.65753859155
236,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,0.712114,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,537.757944402871,4793.2050356472
237,Acoustic,"Severn River, MD",2009 February,MGS,36.951473,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,5304.57283758244,248264.209633232
238,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,13.214878,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1797.63513062348,88884.3006055312
239,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,14.599111,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,4744.22289397855,98240.7238109745
240,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,4.284456,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1677.47971881123,28836.2103201201
241,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,1.19687,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,820.145571304649,8055.60303060404
242,Acoustic,"Magothy River, MD",2006-2008,NOAA-CBO,0.661355,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,429.954469080431,4450.97665412651
